PROJECTION,TNG_ID,REDSHIFT,SERSIC_IDX,HALFLIGHT_RAD,AXIS_RATIO,LOS_SIGMA,SPS_MASS_STAR,MASS_GAS,MASS_DM,MASS_ALL,MASS_ALL_HMR,HMRAD_STAR,SPS_LUM,MLR,SFR,SLOPE_GAS,SLOPE_STAR,SLOPE_DM,SLOPE_ALL,INTERCEPT_GAS,INTERCEPT_STAR,INTERCEPT_DM,INTERCEPT_ALL,HALFLIGHT_BRIGHTNESS,SERSIC_MASS_STAR,MASS_DM_HMR,MASS_SMBH,TNG_MASS_STAR_HALFLIGHT_RAD,TNG_MASS_STAR_TWO_HALFLIGHT_RAD,LUM_HALFLIGHT_RAD,LUM_TWO_HALFLIGHT_RAD,MASS_STAR_HALFLIGHT_RAD,MASS_STAR_TWO_HALFLIGHT_RAD,SPS_LUM_ONE_HALFLIGHT_RAD,SPS_LUM_TWO_HALFLIGHT_RAD
0,450999,0.03,10.84414183,0.7743362692,0.762169401,2.137609922,10.78140551,0.9149839529,12.29642653,12.32833347,10.84649984,0.7035372467,10.1919844,3.885269085,0.5521067381,-0.7619004012,3.188366642,1.947275989,2.228705629,4.554247329,7.045654962,7.479352539,7.642626408,5.407126975,10.96835932,2.4272623,0.010090577,10.57342893,10.66704627,10.07790823,10.16958221,10.66732933,10.75900331,9.902343763,10.02564951
1,450999,0.03,12.71658497,0.8285195682,0.8841090083,2.053380181,10.78140551,0.9149839529,12.29642653,12.32833347,10.84649984,0.7035372467,10.1919844,3.885269085,0.5521067381,-0.7619004012,3.188366642,1.947275989,2.228705629,4.554247329,7.045654962,7.479352539,7.642626408,5.301337432,11.00511314,2.4272623,0.010090577,10.59420331,10.68192803,10.11466204,10.20008336,10.70408314,10.78950446,9.902343763,10.02564951
2,450999,0.03,8.901312245,0.6279965464,0.5973125384,2.141501876,10.78140551,0.9149839529,12.29642653,12.32833347,10.84649984,0.7035372467,10.1919844,3.885269085,0.5521067381,-0.7619004012,3.188366642,1.947275989,2.228705629,4.554247329,7.045654962,7.479352539,7.642626408,5.749273125,10.97556491,2.4272623,0.010090577,10.49976032,10.62664809,10.08511382,10.18507247,10.67453492,10.77449357,9.902343763,10.02564951
0,342075,0.06,8.351395986,0.6514672899,0.7953596533,2.118717324,10.83074191,0.7674732975,12.50557826,12.52371115,10.85895179,0.7392931569,10.22201682,4.061861331,0,2.150399018,3.166121136,1.816087132,2.144917547,4.847795854,7.00395154,7.400882942,7.576846771,5.686906079,10.96581997,2.2407053,0.016959442,10.55990889,10.68013534,10.05606489,10.15882916,10.66478998,10.76755425,9.915745488,10.04895027
1,342075,0.06,8.094266694,0.6261143182,0.6459333442,2.152529596,10.83074191,0.7674732975,12.50557826,12.52371115,10.85895179,0.7392931569,10.22201682,4.061861331,0,2.150399018,3.166121136,1.816087132,2.144917547,4.847795854,7.00395154,7.400882942,7.576846771,5.717533135,10.93906556,2.2407053,0.016959442,10.54708107,10.67149848,10.02931048,10.13347409,10.63803557,10.74219918,9.915745488,10.04895027
2,342075,0.06,9.825498847,0.6853587342,0.986685873,2.033969602,10.83074191,0.7674732975,12.50557826,12.52371115,10.85895179,0.7392931569,10.22201682,4.061861331,0,2.150399018,3.166121136,1.816087132,2.144917547,4.847795854,7.00395154,7.400882942,7.576846771,5.639807024,11.02125743,2.2407053,0.016959442,10.57655934,10.69176069,10.11150235,10.20724061,10.72022744,10.8159657,9.915745488,10.04895027
0,498700,0.05,2.195204278,0.508609602,0.734552053,2.016607932,10.53075003,-0.2082846274,12.10494426,12.11914851,10.6759675,0.7040288219,9.878565882,4.489357096,0,2.418487937,3.135126991,1.861611002,2.07258044,4.651057899,6.86920987,7.429299412,7.553147068,5.750193036,10.50693538,1.9808401,0.014205354,10.12930684,10.33601613,9.553722902,9.730075809,10.20590705,10.38225996,9.434516082,9.649437004
1,498700,0.05,2.593772797,0.5448621892,0.7702951049,2.001837828,10.53075003,-0.2082846274,12.10494426,12.11914851,10.6759675,0.7040288219,9.878565882,4.489357096,0,2.418487937,3.135126991,1.861611002,2.07258044,4.651057899,6.86920987,7.429299412,7.553147068,5.661063225,10.52439994,1.9808401,0.014205354,10.15772497,10.35719223,9.571186617,9.736897775,10.22337077,10.38908193,9.434516082,9.649437004
0,407054,0.06,2.083922549,0.8134921056,0.7330132671,1.989618945,10.97955085,1.130198163,12.49302064,12.52524331,10.99777708,0.8629980338,10.35965383,4.16770549,0.05685523897,-0.04026811856,2.830515497,1.731472304,1.998501341,5.000923093,6.819988615,7.173198124,7.356939304,5.599447006,10.92311469,3.1785457,0.01895488,10.70647802,10.85522818,10.00218976,10.18192887,10.62208678,10.80182589,10.0089958,10.17398086
1,407054,0.06,3.183475029,0.5580005399,0.5188195416,2.193995066,10.97955085,1.130198163,12.49302064,12.52524331,10.99777708,0.8629980338,10.35965383,4.16770549,0.05685523897,-0.04026811856,2.830515497,1.731472304,1.998501341,5.000923093,6.819988615,7.173198124,7.356939304,6.083699657,10.98333165,3.1785457,0.01895488,10.56575621,10.72808215,10.06240498,10.21555629,10.682302,10.83545332,10.0089958,10.17398086
2,407054,0.06,3.951174453,0.575131547,0.6407311949,2.178354547,10.97955085,1.130198163,12.49302064,12.52524331,10.99777708,0.8629980338,10.35965383,4.16770549,0.05685523897,-0.04026811856,2.830515497,1.731472304,1.998501341,5.000923093,6.819988615,7.173198124,7.356939304,6.059039587,11.037987,3.1785457,0.01895488,10.57680777,10.73612205,10.11706013,10.25763589,10.73695715,10.87753291,10.0089958,10.17398086
0,475928,0.05,2.455847945,0.6117731681,0.8940344145,2.072659371,10.69526458,0.6902529291,12.14587853,12.17626539,10.71309663,0.7178646209,10.20752111,3.07428036,0.4395931363,0.1172432288,2.981980528,1.829401727,2.099656716,5.160380535,6.964735047,7.329221369,7.512473119,5.825052414,10.64656656,1.7128857,0.013801856,10.36399551,10.52309378,9.85779414,10.02695217,10.34553761,10.51469564,9.79712451,9.982366214
1,475928,0.05,2.598057803,0.6812237555,0.8390515626,2.03274585,10.69526458,0.6902529291,12.14587853,12.17626539,10.71309663,0.7178646209,10.20752111,3.07428036,0.4395931363,0.1172432288,2.981980528,1.829401727,2.099656716,5.160380535,6.964735047,7.329221369,7.512473119,5.688355269,10.66031345,1.7128857,0.013801856,10.40708662,10.55062576,9.871540809,10.03714845,10.35928428,10.52489192,9.79712451,9.982366214
2,475928,0.05,3.781101505,0.6751526323,0.8159154694,2.029137153,10.69526458,0.6902529291,12.14587853,12.17626539,10.71309663,0.7178646209,10.20752111,3.07428036,0.4395931363,0.1172432288,2.981980528,1.829401727,2.099656716,5.160380535,6.964735047,7.329221369,7.512473119,5.679459586,10.71708818,1.7128857,0.013801856,10.40342658,10.54814331,9.928314885,10.07139348,10.41605836,10.55913695,9.79712451,9.982366214
0,425079,0.1,6.005801627,0.5389247705,0.8413401865,2.099279856,10.82305128,0.9624983776,12.35490813,12.38587129,10.7983373,0.6769064516,10.25830156,3.670706961,0,1.984942182,3.174227454,1.812476739,2.250327924,5.05189505,7.272663391,7.493644589,7.734204487,6.048966307,10.98864386,1.6860902,0.017662225,10.51921581,10.66134709,10.12286418,10.24116959,10.68761389,10.80591931,9.88301867,10.07059864
1,425079,0.1,8.688495474,0.6731630928,0.7205141479,1.981392431,10.82305128,0.9624983776,12.35490813,12.38587129,10.7983373,0.6769064516,10.25830156,3.670706961,0,1.984942182,3.174227454,1.812476739,2.250327924,5.05189505,7.272663391,7.493644589,7.734204487,5.759205669,11.04598779,1.6860902,0.017662225,10.59473572,10.70057445,10.18020808,10.28122385,10.7449578,10.84597357,9.88301867,10.07059864
0,358180,0.05,4.60301339,0.913191292,0.5147600071,2.135783096,10.94510141,1.297785126,12.82923599,12.8492982,11.1538105,0.9443314679,10.27277964,4.702423762,0,1.084580095,3.04603799,1.603417941,1.801451938,4.180352309,6.480579082,7.191470803,7.290331234,5.248151839,10.9877114,5.544128,0.047915593,10.77376194,10.88193278,10.01435972,10.14648665,10.68668148,10.81880841,10.06562931,10.18912521
1,358180,0.05,5.132764681,0.9131769196,0.4593148003,2.119507112,10.94510141,1.297785126,12.82923599,12.8492982,11.1538105,0.9443314679,10.27277964,4.702423762,0,1.084580095,3.04603799,1.603417941,1.801451938,4.180352309,6.480579082,7.191470803,7.290331234,5.272619364,11.03512337,5.544128,0.047915593,10.77375471,10.88192056,10.06177166,10.18809995,10.73409342,10.86042171,10.06562931,10.18912521
2,358180,0.05,3.821686058,0.8160778422,0.6395080207,2.252110156,10.94510141,1.297785126,12.82923599,12.8492982,11.1538105,0.9443314679,10.27277964,4.702423762,0,1.084580095,3.04603799,1.603417941,1.801451938,4.180352309,6.480579082,7.191470803,7.290331234,5.478462464,10.98475261,5.544128,0.047915593,10.73551097,10.85189374,10.01140101,10.15386949,10.68372278,10.82619126,10.06562931,10.18912521
0,428577,0.02,7.344567208,0.5264507902,0.8240396902,2.250782315,11.00695655,0.5354122948,12.49814418,12.51814766,11.03111873,0.7474338099,10.34615937,4.579279806,0,1.965142068,3.129005202,1.842484613,2.161345997,4.758469313,7.102496034,7.487807287,7.664303375,6.090872119,11.14442616,3.3903813,0.039001133,10.64472171,10.79504562,10.182599,10.29121111,10.84339618,10.95200829,9.999934476,10.14967154
1,428577,0.02,7.213153593,0.5694702897,0.5506816894,2.181895161,11.00695655,0.5354122948,12.49814418,12.51814766,11.03111873,0.7474338099,10.34615937,4.579279806,0,1.965142068,3.129005202,1.842484613,2.161345997,4.758469313,7.102496034,7.487807287,7.664303375,5.986533443,11.12228118,3.3903813,0.039001133,10.66815147,10.81304084,10.16045402,10.26990912,10.8212512,10.9307063,9.999934476,10.14967154
2,428577,0.02,9.072274296,0.6261655969,0.7043496063,2.139868522,11.00695655,0.5354122948,12.49814418,12.51814766,11.03111873,0.7474338099,10.34615937,4.579279806,0,1.965142068,3.129005202,1.842484613,2.161345997,4.758469313,7.102496034,7.487807287,7.664303375,5.857237811,11.15531072,3.3903813,0.039001133,10.69711882,10.83611244,10.19348355,10.29261758,10.85428073,10.95341476,9.999934476,10.14967154
0,446034,0.05,5.058411194,0.482896402,0.4614910572,2.144260948,10.7888244,0.4424395318,12.27969453,12.30060506,10.83777431,0.7502939593,10.1755418,4.104711103,0,1.773162597,3.002310563,1.843902182,2.120120334,4.676989248,6.951348012,7.379045847,7.538976868,6.022457211,10.8622794,2.4100726,0.015562093,10.36166626,10.54603326,9.947966858,10.07506076,10.56124945,10.68834336,9.75454809,9.934360011
1,446034,0.05,6.724525707,0.6492261805,0.7333196354,2.026067187,10.7888244,0.4424395318,12.27969453,12.30060506,10.83777431,0.7502939593,10.1755418,4.104711103,0,1.773162597,3.002310563,1.843902182,2.120120334,4.676989248,6.951348012,7.379045847,7.538976868,5.67109065,10.90390931,2.4100726,0.015562093,10.47416695,10.61961653,9.989596735,10.10237677,10.60287933,10.71565936,9.75454809,9.934360011
2,446034,0.05,6.328252292,0.5922353819,0.8671443631,2.102902375,10.7888244,0.4424395318,12.27969453,12.30060506,10.83777431,0.7502939593,10.1755418,4.104711103,0,1.773162597,3.002310563,1.843902182,2.120120334,4.676989248,6.951348012,7.379045847,7.538976868,5.788523582,10.89445419,2.4100726,0.015562093,10.43972889,10.59607366,9.980141624,10.09586486,10.59342422,10.70914746,9.75454809,9.934360011
0,340437,0.08,2.684449227,0.9464163512,0.8960733756,2.156795004,11.10154386,1.37269098,12.76768995,12.79659308,11.26918791,1.033485225,10.45561496,4.42515925,0.8822495937,-0.004749952162,2.844230105,1.697380443,1.878487928,4.903596213,6.423051294,7.032550555,7.151125615,5.412800499,11.08005428,6.889461,0.034558002,10.89953958,11.01578039,10.1330961,10.29665981,10.779025,10.94258872,10.22079639,10.35523305
1,340437,0.08,2.253753671,0.8798934914,0.7614634004,2.257949787,11.10154386,1.37269098,12.76768995,12.79659308,11.26918791,1.033485225,10.45561496,4.42515925,0.8822495937,-0.004749952162,2.844230105,1.697380443,1.878487928,4.903596213,6.423051294,7.032550555,7.151125615,5.554088432,11.05249716,6.889461,0.034558002,10.87212475,10.99021158,10.10553976,10.28019111,10.75146867,10.92612001,10.22079639,10.35523305
2,340437,0.08,3.859587158,0.9024372386,0.6439883327,2.169120361,11.10154386,1.37269098,12.76768995,12.79659308,11.26918791,1.033485225,10.45561496,4.42515925,0.8822495937,-0.004749952162,2.844230105,1.697380443,1.878487928,4.903596213,6.423051294,7.032550555,7.151125615,5.499084122,11.15376491,6.889461,0.034558002,10.88132644,10.99871702,10.20680617,10.34871228,10.85273507,10.99464119,10.22079639,10.35523305
0,396294,0.02,2.314150425,0.7147563153,0.7133222115,2.183122595,11.0842165,1.016734259,12.60450118,12.62977139,11.12509309,0.931172116,10.50216942,3.819856794,0.006399340462,1.303785191,2.951431147,1.66866186,1.963228339,4.296189482,6.688958865,7.099161951,7.266349952,5.924460336,11.03410142,4.3732176,0.032771993,10.70958298,10.88678859,10.15102568,10.32397573,10.73307277,10.90602281,10.12336392,10.30519373
1,396294,0.02,2.343254889,0.710574931,0.7351384301,2.170936364,11.0842165,1.016734259,12.60450118,12.62977139,11.12509309,0.931172116,10.50216942,3.819856794,0.006399340462,1.303785191,2.951431147,1.66866186,1.963228339,4.296189482,6.688958865,7.099161951,7.266349952,5.94684331,11.05067154,4.3732176,0.032771993,10.70685593,10.88455481,10.16759573,10.33974467,10.74964281,10.92179175,10.12336392,10.30519373
2,396294,0.02,2.581594503,0.7294955494,0.8016565949,2.153586703,11.0842165,1.016734259,12.60450118,12.62977139,11.12509309,0.931172116,10.50216942,3.819856794,0.006399340462,1.303785191,2.951431147,1.66866186,1.963228339,4.296189482,6.688958865,7.099161951,7.266349952,5.909534532,11.07103448,4.3732176,0.032771993,10.71880047,10.89436572,10.18795825,10.35396475,10.77000533,10.93601183,10.12336392,10.30519373
0,478528,0.03,6.207998929,0.4440478905,0.6404986499,2.04211152,10.64886343,-0.03444565416,12.15184423,12.16945013,10.62023913,0.6696429398,10.14951736,3.157519709,0,2.058498585,3.111690973,1.848213295,2.214641482,4.99890727,6.976897861,7.242595689,7.45906991,6.044819887,10.73636579,1.1405756,0.014699568,10.27743785,10.43219979,9.935989748,10.0526551,10.43533582,10.55200117,9.791865698,9.943923556
1,478528,0.03,5.219247822,0.4679851438,0.7437015866,2.065002132,10.64886343,-0.03444565416,12.15184423,12.16945013,10.62023913,0.6696429398,10.14951736,3.157519709,0,2.058498585,3.111690973,1.848213295,2.214641482,4.99890727,6.976897861,7.242595689,7.45906991,5.959441593,10.66211657,1.1405756,0.014699568,10.29064276,10.44258937,9.861740553,9.9871964,10.36108662,10.48654247,9.791865698,9.943923556
2,478528,0.03,7.728726466,0.5213839805,0.8013065176,1.953791726,10.64886343,-0.03444565416,12.15184423,12.16945013,10.62023913,0.6696429398,10.14951736,3.157519709,0,2.058498585,3.111690973,1.848213295,2.214641482,4.99890727,6.976897861,7.242595689,7.45906991,5.867168649,10.76000368,1.1405756,0.014699568,10.32114586,10.46459727,9.959627622,10.06588748,10.45897369,10.56523355,9.791865698,9.943923556
0,486384,0,3.73617256,0.4733879293,0.772891536,2.116885809,10.64320183,-0.07798697312,12.23662322,12.25048873,10.65340511,0.6080834549,10.04719867,3.944601707,0,2.308381773,3.011207891,1.800887218,2.095150862,4.938144761,7.126767604,7.542519698,7.707968041,5.850257342,10.59011733,1.4297642,0.015849415,10.31388428,10.43978735,9.693084361,9.836848163,10.28908752,10.43285132,9.677996708,9.833101098
1,486384,0,5.618031169,0.4884288093,0.7782513178,2.059593968,10.64320183,-0.07798697312,12.23662322,12.25048873,10.65340511,0.6080834549,10.04719867,3.944601707,0,2.308381773,3.011207891,1.800887218,2.095150862,4.938144761,7.126767604,7.542519698,7.707968041,5.8781877,10.73398221,1.4297642,0.015849415,10.32101828,10.44529141,9.836949092,9.958614485,10.43295225,10.55461764,9.677996708,9.833101098
2,486384,0,8.953623575,0.5702469978,0.8672342074,1.969687214,10.64320183,-0.07798697312,12.23662322,12.25048873,10.65340511,0.6080834549,10.04719867,3.944601707,0,2.308381773,3.011207891,1.800887218,2.095150862,4.938144761,7.126767604,7.542519698,7.707968041,5.651971834,10.77059909,1.4297642,0.015849415,10.35837121,10.47656734,9.873565945,9.973270002,10.4695691,10.56927316,9.677996708,9.833101098
2,264851,0.07,12.12687695,0.9448100717,0.5033240748,2.148886611,11.02263874,2.056305732,13.138995,13.17752496,11.12180794,0.8256488761,10.33311871,4.892378227,0.1388384253,0.5586636348,3.166141046,1.714657881,1.999034823,4.616131154,6.888066037,7.430048738,7.570345757,5.15421523,11.1804758,4.2139616,0.073566124,10.88536676,10.95816268,10.18992578,10.27717156,10.87944581,10.96669159,10.1790783,10.26680924
0,433537,0,9.153916469,0.7550587625,0.7780857682,2.030812938,10.67122186,0.8542177418,12.45809922,12.47757373,10.85879115,0.8169894102,10.04984277,4.181952449,0,0.7339852262,3.062130412,1.783486486,1.987483867,4.577137601,6.535816903,7.181612021,7.291379321,5.321274805,10.83963156,2.841833,0.021939514,10.45006492,10.56055482,9.917222482,10.01597015,10.53860157,10.63734924,9.776796172,9.910981633
1,433537,0,10.1215666,0.7518259532,0.5708679594,2.099052864,10.67122186,0.8542177418,12.45809922,12.47757373,10.85879115,0.8169894102,10.04984277,4.181952449,0,0.7339852262,3.062130412,1.783486486,1.987483867,4.577137601,6.535816903,7.181612021,7.291379321,5.317143835,10.85053911,2.841833,0.021939514,10.44875215,10.55958904,9.928130023,10.02262944,10.54950911,10.64400853,9.776796172,9.910981633
2,433537,0,8.979051647,0.7304040994,0.6401070755,2.087151393,10.67122186,0.8542177418,12.45809922,12.47757373,10.85879115,0.8169894102,10.04984277,4.181952449,0,0.7339852262,3.062130412,1.783486486,1.987483867,4.577137601,6.535816903,7.181612021,7.291379321,5.399366229,10.86428986,2.841833,0.021939514,10.43896962,10.5531887,9.941880781,10.04146181,10.56325987,10.6628409,9.776796172,9.910981633
0,486436,0.03,2.793868657,0.5958459469,0.9010376096,2.018183033,10.66671863,0.4518827056,12.03217,12.06237752,10.64078302,0.7121307489,10.16114215,3.203144088,0.06361573189,-1.560433841,2.957097381,1.63538808,1.970466155,4.214872197,6.897126389,7.240823956,7.435792938,5.772020075,10.6060107,1.286181,0.014594404,10.33193526,10.48236281,9.799404836,9.960491924,10.30498131,10.4660684,9.755852212,9.930930904
1,486436,0.03,3.878321909,0.5579380271,0.7992796113,2.0287325,10.66671863,0.4518827056,12.03217,12.06237752,10.64078302,0.7121307489,10.16114215,3.203144088,0.06361573189,-1.560433841,2.957097381,1.63538808,1.970466155,4.214872197,6.897126389,7.240823956,7.435792938,5.857405445,10.68374879,1.286181,0.014594404,10.30925247,10.46565344,9.877142471,10.0187732,10.38271895,10.52434967,9.755852212,9.930930904
2,486436,0.03,3.10158929,0.621707534,0.8854968743,2.006025479,10.66671863,0.4518827056,12.03217,12.06237752,10.64078302,0.7121307489,10.16114215,3.203144088,0.06361573189,-1.560433841,2.957097381,1.63538808,1.970466155,4.214872197,6.897126389,7.240823956,7.435792938,5.714076923,10.62139661,1.286181,0.014594404,10.3468191,10.49404101,9.814790537,9.969506287,10.32036701,10.47508276,9.755852212,9.930930904
0,446623,0.08,2.190776126,0.6737603214,0.9100610755,2.065424826,10.89152349,0.6063016016,12.26072281,12.28979545,10.92139795,0.8145840655,10.34408053,3.527304579,0,1.560774856,3.060558957,1.871496349,2.172760716,4.708215268,6.921184946,7.266960068,7.451042233,5.895462032,10.87735431,2.7381904,0.014716241,10.56416721,10.73375398,10.02888304,10.20536681,10.576326,10.75280977,9.931409535,10.15031815
1,446623,0.08,2.39758469,0.6196767305,0.8675105812,2.090569654,10.89152349,0.6063016016,12.26072281,12.28979545,10.92139795,0.8145840655,10.34408053,3.527304579,0,1.560774856,3.060558957,1.871496349,2.172760716,4.708215268,6.921184946,7.266960068,7.451042233,5.997832407,10.88994177,2.7381904,0.014716241,10.52911658,10.70635674,10.04146997,10.21215473,10.58891293,10.75959769,9.931409535,10.15031815
2,446623,0.08,4.872268317,0.5609009012,0.9270735707,2.181815161,10.89152349,0.6063016016,12.26072281,12.28979545,10.92139795,0.8145840655,10.34408053,3.527304579,0,1.560774856,3.060558957,1.871496349,2.172760716,4.708215268,6.921184946,7.266960068,7.451042233,6.030407705,10.95248727,2.7381904,0.014716241,10.4874382,10.67577941,10.10401437,10.23309127,10.65145733,10.78053423,9.931409535,10.15031815
0,381434,0.07,4.215256969,0.7690256936,0.4941595199,2.101167292,10.76792789,1.424883678,12.56882929,12.60680789,10.96242902,0.9700178832,10.1442491,4.204155698,0.006799406838,0.3571156638,3.07691269,1.659192412,1.839612736,4.46198006,6.270493251,6.971804752,7.071483738,5.435377657,10.81946165,3.7392275,0.019894997,10.46816689,10.62047278,9.894752972,10.03170369,10.51843176,10.65538248,9.856125099,10.01083945
1,381434,0.07,3.288455586,0.8064469594,0.8145393133,2.065226875,10.76792789,1.424883678,12.56882929,12.60680789,10.96242902,0.9700178832,10.1442491,4.204155698,0.006799406838,0.3571156638,3.07691269,1.659192412,1.839612736,4.46198006,6.270493251,6.971804752,7.071483738,5.374433556,10.78147977,3.7392275,0.019894997,10.48848577,10.63612696,9.856771289,10.0079888,10.48045008,10.63166759,9.856125099,10.01083945
2,381434,0.07,2.852048424,0.8558818141,0.9035601588,1.993625171,10.76792789,1.424883678,12.56882929,12.60680789,10.96242902,0.9700178832,10.1442491,4.204155698,0.006799406838,0.3571156638,3.07691269,1.659192412,1.839612736,4.46198006,6.270493251,6.971804752,7.071483738,5.296453469,10.77287079,3.7392275,0.019894997,10.51436679,10.65802426,9.848162563,10.00798064,10.47184135,10.63165943,9.856125099,10.01083945
0,441426,0.01,6.138816702,0.5959887082,0.7173827168,2.096561276,10.79912369,1.013611053,12.39854429,12.42809887,10.83631205,0.714102232,10.26626471,3.410821423,0.03376071528,-1.726839973,3.144523142,1.851936499,2.146849182,4.043937381,6.981381856,7.38921121,7.559984028,5.840161027,10.86672308,2.1588023,0.023415744,10.50581629,10.63580487,10.03283413,10.15005255,10.56569311,10.68291153,9.943995465,10.08611337
1,441426,0.01,7.309535544,0.5205411781,0.6269572304,2.173409032,10.79912369,1.013611053,12.39854429,12.42809887,10.83631205,0.714102232,10.26626471,3.410821423,0.03376071528,-1.726839973,3.144523142,1.851936499,2.146849182,4.043937381,6.981381856,7.38921121,7.559984028,5.981176544,10.89395474,2.1588023,0.023415744,10.46330593,10.60921012,10.06006577,10.16890061,10.59292475,10.70175959,9.943995465,10.08611337
2,441426,0.01,7.641422086,0.6672184834,0.8325510023,2.026172019,10.79912369,1.013611053,12.39854429,12.42809887,10.83631205,0.714102232,10.26626471,3.410821423,0.03376071528,-1.726839973,3.144523142,1.851936499,2.146849182,4.043937381,6.981381856,7.38921121,7.559984028,5.709854717,10.9254496,2.1588023,0.023415744,10.54025346,10.65984755,10.09156063,10.19834103,10.62441961,10.73120002,9.943995465,10.08611337
0,493453,0.05,3.885256391,0.5536672917,0.508629797,2.103174345,10.73740383,0.5926700622,12.03162188,12.06852381,10.75621334,0.6920048704,10.1749816,3.651087411,0.2939769626,0.2861668902,3.004197092,1.940412753,2.224801174,4.840782335,7.102851903,7.428590936,7.618581695,5.911554006,10.78657554,1.9525279,0.011371527,10.36587704,10.54124525,9.923123469,10.06465269,10.4855457,10.62707492,9.695730631,9.915442495
1,493453,0.05,4.6699431,0.7062725099,0.866489334,1.941680489,10.73740383,0.5926700622,12.03162188,12.06852381,10.75621334,0.6920048704,10.1749816,3.651087411,0.2939769626,0.2861668902,3.004197092,1.940412753,2.224801174,4.840782335,7.102851903,7.428590936,7.618581695,5.586365497,10.80522799,1.9525279,0.011371527,10.4673177,10.6034521,9.941775835,10.07312333,10.50419807,10.63554556,9.695730631,9.915442495
2,493453,0.05,4.513624409,0.5407964788,0.5610186574,2.151675539,10.73740383,0.5926700622,12.03162188,12.06852381,10.75621334,0.6920048704,10.1749816,3.651087411,0.2939769626,0.2861668902,3.004197092,1.940412753,2.224801174,4.840782335,7.102851903,7.428590936,7.618581695,5.906607325,10.78735011,1.9525279,0.011371527,10.35582331,10.53585437,9.92389797,10.05708913,10.4863202,10.61951136,9.695730631,9.915442495
0,405613,0.06,4.390910788,0.5473208292,0.6989106407,2.10311929,10.82570715,1.093475391,12.49545535,12.52168823,10.8172273,0.7097258908,10.21713077,4.060470734,0.212170586,-0.6870504609,2.991201523,1.739744066,2.060285714,4.719385375,7.122154449,7.475459009,7.664283509,5.972121038,10.90626954,2.0384755,0.018258682,10.46954033,10.61870201,9.996663257,10.13136067,10.60523964,10.73993706,9.795950404,9.994526742
1,405613,0.06,7.948900832,0.6713260889,0.7067223805,2.055203987,10.82570715,1.093475391,12.49545535,12.52168823,10.8172273,0.7097258908,10.21713077,4.060470734,0.212170586,-0.6870504609,2.991201523,1.739744066,2.060285714,4.719385375,7.122154449,7.475459009,7.664283509,5.666610366,10.97455088,2.0384755,0.018258682,10.54065006,10.66821597,10.06494451,10.16992612,10.67352089,10.77850251,9.795950404,9.994526742
2,405613,0.06,5.575162534,0.6159148821,0.6589998423,2.137193667,10.82570715,1.093475391,12.49545535,12.52168823,10.8172273,0.7097258908,10.21713077,4.060470734,0.212170586,-0.6870504609,2.991201523,1.739744066,2.060285714,4.719385375,7.122154449,7.475459009,7.664283509,5.731971934,10.85369007,2.0384755,0.018258682,10.5114126,10.64634612,9.944083721,10.06613935,10.55266011,10.67471573,9.795950404,9.994526742
1,440609,0.06,5.552937583,0.6076532671,0.6092580979,2.067488837,10.63361288,0.8869181554,12.23189062,12.26225492,10.64977682,0.6543090716,10.16596625,2.935260328,0.03475861251,0.2458424957,3.064621573,1.834545194,2.143955195,4.89843292,7.061730837,7.466200092,7.640340782,5.710899439,10.67431901,1.4444258,0.011613751,10.35495786,10.45973262,9.905642423,10.02790192,10.37328905,10.49554855,9.763310126,9.904223181
2,440609,0.06,3.064127552,0.5826798962,0.5397824995,2.068921239,10.63361288,0.8869181554,12.23189062,12.26225492,10.64977682,0.6543090716,10.16596625,2.935260328,0.03475861251,0.2458424957,3.064621573,1.834545194,2.143955195,4.89843292,7.061730837,7.466200092,7.640340782,5.80708554,10.59590158,1.4444258,0.011613751,10.34359522,10.45187793,9.827225369,9.98267405,10.29487199,10.45032067,9.763310126,9.904223181
0,462549,0.05,5.4505792,0.6186189121,0.6648976676,2.102140106,10.74349091,0.05433506167,12.28854243,12.30504114,10.83551194,0.8234237018,10.14080403,4.005778052,0,0.4369764728,3.038958881,1.703804877,1.963102155,4.433670972,6.668500306,7.187782022,7.32758369,5.683188067,10.7996418,2.4656858,0.015784653,10.40480403,10.55679876,9.895924964,10.01913749,10.49861185,10.62182437,9.80077034,9.952244855
1,462549,0.05,6.672835242,0.658783315,0.8763253658,2.06545988,10.74349091,0.05433506167,12.28854243,12.30504114,10.83551194,0.8234237018,10.14080403,4.005778052,0,0.4369764728,3.038958881,1.703804877,1.963102155,4.433670972,6.668500306,7.187782022,7.32758369,5.608873093,10.84856962,2.4656858,0.015784653,10.42697418,10.5731818,9.94485276,10.05800341,10.54753964,10.66069029,9.80077034,9.952244855
2,462549,0.05,6.587595779,0.6933906775,0.9395493544,2.021584014,10.74349091,0.05433506167,12.28854243,12.30504114,10.83551194,0.8234237018,10.14080403,4.005778052,0,0.4369764728,3.038958881,1.703804877,1.963102155,4.433670972,6.668500306,7.187782022,7.32758369,5.553824641,10.86000298,2.4656858,0.015784653,10.44683925,10.58683461,9.956286122,10.07005639,10.558973,10.67274327,9.80077034,9.952244855
